short_name,long_name,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,power_shot_power,power_stamina,power_strength,mentality_vision,mentality_penalties,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,mentality_interceptions,power_jumping,overall,player_tags,"resource player"
"H. Tekin","Harun Tekin",14,10,11,23,11,14,12,11,17,23,40,37,54,22,51,42,18,14,12,73,70,72,73,16,65,74,,http://dbpedia.org/resource/Harun_Tekin_(footballer)
"J. Clasie","Jordy Clasie",71,54,34,80,71,70,77,70,77,77,68,55,78,71,66,77,64,62,58,11,11,14,10,75,63,74,,http://dbpedia.org/resource/Jordy_Clasie
"J. Guidetti","John Guidetti",67,74,75,72,76,73,68,77,53,74,59,61,82,54,81,66,80,30,26,12,13,14,6,32,68,74,,http://dbpedia.org/resource/John_Guidetti
"N. Jørgensen","Nicolai Mick Jørgensen",64,75,73,74,70,72,69,62,65,75,68,66,80,72,80,74,68,36,24,6,8,14,9,31,68,74,,http://dbpedia.org/resource/Nicolai_Jørgensen
"M. Esser","Michael Esser",10,8,25,39,9,15,14,17,35,17,32,48,48,37,82,48,23,15,16,73,72,64,71,30,67,74,,http://dbpedia.org/resource/Michael_Esser
Bruno,"Bruno González Cabrera",21,23,77,64,23,40,49,31,64,59,34,39,62,62,86,35,42,74,73,12,9,8,13,74,62,74,#Strength,http://dbpedia.org/resource/Bruno_González
Guilherme,"Guilherme Costa Marques",65,65,50,73,64,75,59,70,67,73,90,92,71,73,57,70,57,56,55,15,12,14,6,61,83,74,"#Speedster, #Acrobat","http://dbpedia.org/resource/Guilherme_(footballer,_born_May_1991)"
"Juan Jesus","Juan Guilherme Nunes Jesus",60,20,74,58,17,58,44,36,56,55,72,73,62,69,73,34,37,77,75,12,11,7,8,76,83,74,,http://dbpedia.org/resource/Juan_Jesus
"J. Schlupp","Jeffrey Schlupp",69,66,64,72,64,75,62,34,58,72,83,88,77,78,78,69,67,70,71,9,7,8,10,69,75,74,,http://dbpedia.org/resource/Jeffrey_Schlupp
"K. Stafylidis","Konstantinos Stafylidis",73,48,50,73,68,71,76,81,73,73,75,75,89,70,71,41,46,76,77,11,7,15,10,65,70,74,,http://dbpedia.org/resource/Kostas_Stafylidis
"T. Chandler","Timothy Chandler",79,70,81,76,66,74,70,43,75,75,67,67,78,73,82,67,51,77,76,12,7,8,11,68,90,74,,http://dbpedia.org/resource/Timothy_Chandler
"T. Bifouma","Thievy Guivane Bifouma Koulossa",67,72,58,67,62,77,50,45,56,75,93,93,81,67,71,65,56,23,19,14,12,12,10,34,91,74,"#Speedster, #Acrobat",http://dbpedia.org/resource/Thievy_Bifouma
"F. Gutiérrez","Felipe Alejandro Gutiérrez Leiva",69,71,51,80,66,73,79,72,71,78,68,63,74,77,58,71,74,69,53,11,6,8,13,66,42,74,,http://dbpedia.org/resource/Felipe_Gutiérrez
"A. Knockaert","Anthony Knockaert",75,68,56,73,62,77,75,71,64,80,79,69,73,69,57,73,68,40,34,14,14,8,11,48,69,74,,http://dbpedia.org/resource/Anthony_Knockaert
"D. Lezcano","Darío Lezcano",64,75,68,68,65,73,68,75,64,73,79,80,76,79,81,74,77,42,42,7,13,9,12,48,92,74,,http://dbpedia.org/resource/Darío_Lezcano
"Diogo Figueiras","Diogo José Rosário Gomes Figueiras",72,50,48,69,47,75,59,43,66,76,83,82,75,73,31,64,53,68,71,13,12,16,7,71,77,74,,http://dbpedia.org/resource/Diogo_Figueiras
"L. Advíncula","Luis Jan Piers Advíncula Castrillón",72,58,62,69,59,76,77,63,67,71,93,93,76,85,81,65,64,70,66,11,12,13,15,66,81,74,#Speedster,http://dbpedia.org/resource/Luis_Advíncula
"J. Campbell","Joel Nathaniel Campbell Samuels",73,72,65,77,68,75,72,69,70,75,82,81,80,66,77,71,70,40,42,8,15,14,15,45,80,74,,http://dbpedia.org/resource/Joel_Campbell
"I. Piris","Iván Rodrigo Piris Leguizamón",68,40,58,65,40,66,65,45,66,69,91,77,64,79,68,46,55,73,71,11,14,11,14,71,90,74,,http://dbpedia.org/resource/Iván_Piris
"C. Atsu","Christian Atsu Twasam",69,64,47,71,58,79,70,58,62,74,88,79,72,55,33,71,73,33,32,13,12,12,10,35,65,74,,http://dbpedia.org/resource/Christian_Atsu
"D. Gayle","Dwight Gayle",59,76,68,64,70,71,54,75,53,73,79,77,76,66,61,48,73,24,14,10,7,16,8,35,73,74,,http://dbpedia.org/resource/Dwight_Gayle
"A. Ring","Alexander Ring",66,62,54,75,66,73,70,63,70,75,77,70,73,78,72,60,59,75,69,6,7,6,13,75,79,74,,http://dbpedia.org/resource/Alexander_Ring
"Marcos Júnior","Marcos Júnior Lima dos Santos",64,77,64,69,72,74,71,63,66,74,92,87,72,74,57,70,72,13,16,7,9,11,7,30,86,74,#Acrobat,http://dbpedia.org/resource/Marcos_Júnior
"S. Holmén","Rasmus Sebastian Holmén",34,30,74,63,30,34,35,27,64,59,68,55,57,75,77,38,31,76,76,15,10,11,6,78,76,74,,http://dbpedia.org/resource/Sebastian_Holmén
"M. Prietl","Manuel Prietl",46,49,58,74,35,64,47,42,65,72,63,66,53,92,76,65,44,73,72,12,12,10,8,73,53,74,,http://dbpedia.org/resource/Manuel_Prietl
"G. Fernández","Guillermo Matías Fernández",73,66,47,76,51,78,75,75,74,76,73,69,76,78,70,76,68,73,67,9,14,6,11,58,65,74,,"http://dbpedia.org/resource/Guillermo_Fernández_(footballer,_born_1991)"
"A. Solari","Augusto Jorge Mateo Solari",70,66,55,73,37,73,75,74,68,72,87,91,65,76,73,72,58,54,62,7,15,13,11,62,86,74,,http://dbpedia.org/resource/Augusto_Solari
"S. Palacios","Sebastián Alberto Palacios",66,72,53,67,64,76,62,45,60,73,86,89,75,74,63,71,55,32,34,15,13,6,13,47,67,74,,http://dbpedia.org/resource/Sebastián_Palacios
"J. Carli","Mauro Joel Carli",50,28,77,48,34,49,29,43,44,53,35,56,47,75,88,35,45,78,73,8,14,7,14,74,50,74,#Strength,http://dbpedia.org/resource/Joel_Carli
Deyverson,"Deyverson Brum Silva Acosta",57,75,78,60,71,70,48,31,46,73,70,74,74,68,73,55,64,39,36,7,15,11,9,34,82,74,,http://dbpedia.org/resource/Deyverson
"A. Jahanbakhsh","Alireza Jahanbakhsh",70,68,62,71,70,79,64,46,62,77,77,78,84,73,66,73,58,37,40,13,11,9,7,42,84,74,,http://dbpedia.org/resource/Alireza_Jahanbakhsh
"R. Delgado","Rafael Marcelo Delgado",79,53,69,73,51,77,81,67,73,73,82,78,81,82,81,69,65,69,67,9,13,7,14,69,73,74,,http://dbpedia.org/resource/Rafael_Delgado_(footballer)
"R. Gagliolo","Riccardo Gagliolo",66,44,68,66,40,56,28,22,57,68,75,73,71,74,70,26,38,76,75,7,9,12,8,72,87,74,,http://dbpedia.org/resource/Riccardo_Gagliolo
"R. Ortiz","Richard Ortiz Busto",59,60,50,72,52,70,61,55,69,70,76,81,82,86,82,71,61,68,65,12,15,16,10,75,74,74,,http://dbpedia.org/resource/Richard_Ortiz
"A. Oyongo","Ambroise Oyongo Bitolo",69,54,42,67,45,73,69,64,64,70,84,86,68,88,71,68,59,71,70,13,11,9,8,65,72,74,,http://dbpedia.org/resource/Ambroise_Oyongo
"J. Izquierdo","José Heriberto Izquierdo Mena",72,64,60,69,56,80,75,34,61,77,86,79,79,54,52,70,58,21,30,13,8,12,7,39,63,74,#Acrobat,"http://dbpedia.org/resource/José_Izquierdo_(footballer,_born_1992)"
"T. Hlatshwayo","Thulani Hlatshwayo",39,21,76,69,29,31,31,32,51,34,58,61,51,55,84,26,45,77,75,12,13,11,7,73,65,74,,http://dbpedia.org/resource/Thulani_Hlatshwayo
"M. Diagne","Mbaye Diagne",56,78,83,61,68,60,67,48,45,70,65,64,81,44,88,60,72,25,29,7,10,10,10,19,61,74,#Strength,http://dbpedia.org/resource/Mbaye_Diagne_(footballer)
"K. Lawrence","Kemar Michael Lawrence",68,36,64,66,41,68,72,67,61,69,86,86,67,73,74,46,33,74,74,14,7,13,9,70,83,74,,http://dbpedia.org/resource/Kemar_Lawrence
"A. Roa","Andrés Felipe Roa Estrada",75,66,57,72,44,79,78,74,68,76,76,75,68,68,58,72,59,61,40,16,6,14,9,45,71,74,,http://dbpedia.org/resource/Andrés_Felipe_Roa
"T. Zwane","Themba Zwane",61,69,39,76,45,80,63,70,70,76,80,77,59,78,67,80,64,47,39,10,8,9,14,35,55,74,,http://dbpedia.org/resource/Themba_Zwane
"André Simões","André Luís Gomes Simões",68,65,70,74,60,73,68,47,74,75,76,78,75,84,66,74,65,75,76,11,15,14,12,74,77,74,,http://dbpedia.org/resource/André_Simões
"C. Mayada","Camilo Sebastián Mayada Mesa",67,59,63,70,64,72,70,66,69,72,92,91,73,94,73,74,65,71,68,12,15,9,10,76,76,74,#Speedster,http://dbpedia.org/resource/Camilo_Mayada
"M. Trauco","Miguel Ángel Trauco Saavedra",76,37,51,76,49,76,75,64,73,76,73,69,71,79,66,69,49,74,73,12,10,12,10,71,68,74,,http://dbpedia.org/resource/Miguel_Trauco
"K. Onisiwo","Karim Onisiwo",71,73,66,64,69,77,69,56,63,74,75,75,80,74,80,66,44,53,60,11,11,10,10,49,55,74,,http://dbpedia.org/resource/Karim_Onisiwo
"Gustavo Sauer","Gustavo Affonso Sauerbeck",73,67,48,72,58,78,75,70,64,79,69,67,73,82,66,68,62,29,31,8,9,8,13,39,64,74,,http://dbpedia.org/resource/Gustavo_Sauer
"G. Carabajal","Horacio Gabriel Carabajal",72,70,66,74,61,78,76,72,62,74,70,70,76,71,62,73,70,46,48,5,11,9,14,26,63,74,,http://dbpedia.org/resource/Gabriel_Carabajal
"Salvi Sánchez","Salvador Sánchez Ponce",70,66,43,70,54,71,68,66,69,69,91,91,62,77,43,74,63,39,41,10,12,7,9,38,59,74,#Speedster,http://dbpedia.org/resource/Salvi_(footballer)
"E. Karaca","Efecan Karaca",70,66,45,73,50,75,45,63,65,75,84,83,65,76,46,68,68,42,35,9,15,11,6,41,33,74,,http://dbpedia.org/resource/Efecan_Karaca
"João Talocha","João Carlos Araújo Fonseca Silva",73,31,57,68,48,65,55,38,57,69,69,71,51,87,73,37,41,73,69,8,14,11,15,79,58,74,,http://dbpedia.org/resource/Talocha
"P. Hrošovský","Patrik Hrošovský",77,67,62,75,65,75,68,68,74,75,72,67,68,81,57,74,66,71,69,13,14,9,6,74,74,74,,http://dbpedia.org/resource/Patrik_Hrošovský
"A. Espino","Luis Alfonso Espino García",70,57,62,67,50,64,65,49,56,63,75,77,73,87,70,56,51,75,74,15,6,8,12,70,66,74,,http://dbpedia.org/resource/Alfonso_Espino
"T. Almada","Thiago Ezequiel Almada",63,73,39,71,69,79,81,67,67,77,88,85,75,69,56,69,73,45,43,12,8,9,8,43,56,73,#Acrobat,http://dbpedia.org/resource/Thiago_Almada
"A. Urzi","Agustín José Urzi",77,59,42,62,59,77,59,43,53,73,85,89,68,76,51,71,55,31,32,9,9,9,10,31,43,73,,http://dbpedia.org/resource/Agustín_Urzi
Evanilson,"Francisco Evanilson de Lima Barbosa",32,79,75,72,69,72,67,40,36,71,73,71,75,68,63,59,69,20,19,13,11,6,14,16,64,73,,"http://dbpedia.org/resource/Evanilson_(footballer,_born_1999)"
"Rafael Camacho","Rafael Euclides Soares Camacho",65,60,48,65,56,79,70,47,60,75,85,80,70,68,58,71,56,61,52,9,14,7,6,50,58,73,,http://dbpedia.org/resource/Rafael_Camacho
"Tomás Tavares","Tomás Franco Tavares",70,42,57,66,38,75,67,37,52,74,78,80,56,72,71,53,48,74,69,15,8,13,9,72,66,73,,http://dbpedia.org/resource/Tomás_Tavares
"Romário Baró","Romário Manuel Silva Baró",67,65,44,75,62,74,70,54,71,75,76,77,72,64,60,68,64,53,56,7,9,14,14,32,57,73,,http://dbpedia.org/resource/Romário_Baró
"J. Carrascal","Jorge Andrés Carrascal Guardo",67,69,46,71,65,81,75,71,70,75,69,71,67,65,40,69,67,47,35,8,12,12,8,35,67,73,,http://dbpedia.org/resource/Jorge_Carrascal
"G. Diangana","Grady Diangana",71,64,37,71,48,80,53,49,54,74,87,79,55,64,52,70,50,26,23,9,13,11,5,27,53,73,,http://dbpedia.org/resource/Grady_Diangana
"K. Mavropanos","Konstantinos Mavropanos",37,30,71,62,30,43,32,37,51,52,69,79,45,61,86,37,42,75,76,12,11,11,10,71,68,73,#Strength,http://dbpedia.org/resource/Konstantinos_Mavropanos
"L. Cacace","Liberato Gianpaolo Cacace",68,63,56,70,51,74,67,62,68,72,86,82,67,85,79,72,61,73,64,12,11,10,9,68,73,73,,http://dbpedia.org/resource/Liberato_Cacace
"A. Maksimenko","Aleksandr Maksimenko",12,6,11,17,6,14,13,13,27,16,45,51,50,23,58,35,13,12,12,74,70,67,71,6,60,73,,"http://dbpedia.org/resource/Aleksandr_Maksimenko_(footballer,_born_1996)"
"S. Longstaff","Sean Longstaff",57,61,47,78,56,70,68,72,72,73,61,62,73,78,68,74,54,66,58,6,8,13,14,65,59,73,,http://dbpedia.org/resource/Sean_Longstaff
"M. Aarons","Maximillian James Aarons",66,41,53,70,41,73,50,32,57,74,83,79,46,79,64,56,27,72,69,11,11,7,9,68,49,73,,http://dbpedia.org/resource/Max_Aarons
"M. Damsgaard","Mikkel Damsgaard",63,68,51,74,48,77,66,69,70,76,81,81,71,75,58,75,47,46,40,6,10,14,11,45,69,73,,http://dbpedia.org/resource/Mikkel_Damsgaard
"O. Dorley","Murphy Oscar Dorley",70,65,65,77,63,77,75,68,74,75,87,86,62,85,57,75,54,63,65,11,6,8,13,70,78,73,,http://dbpedia.org/resource/Oscar_Dorley
"B. Kamara","Bingourou Kamara",12,12,20,15,15,19,13,16,15,21,37,41,50,32,77,26,22,15,14,77,71,67,71,20,79,73,,http://dbpedia.org/resource/Bingourou_Kamara
"Adrián Marín","Adrián Marín Gómez",72,40,59,73,48,69,62,35,56,73,65,67,60,67,71,53,38,73,76,9,14,14,8,74,70,73,,"http://dbpedia.org/resource/Adrián_Marín_(footballer,_born_1997)"
"A. Robinson","Antonee Robinson",65,38,54,52,34,74,37,39,39,70,86,88,39,76,67,44,45,74,69,12,9,15,14,73,70,73,,http://dbpedia.org/resource/Antonee_Robinson
"C. Bravo","Claudio Nicolás Bravo",70,48,53,66,45,76,51,38,60,71,77,72,59,74,57,69,47,73,74,14,12,8,11,75,71,73,,"http://dbpedia.org/resource/Claudio_Bravo_(footballer,_born_1997)"
"O. Ejaria","Oviemuno Dominic Ejaria",63,63,59,74,55,83,68,49,69,78,76,67,62,69,65,73,57,66,64,15,9,11,14,69,42,73,#Acrobat,http://dbpedia.org/resource/Ovie_Ejaria
"M. Aebischer","Michel Aebischer",68,66,58,75,48,72,65,64,72,74,73,68,68,87,64,74,51,64,61,10,9,15,9,66,66,73,,http://dbpedia.org/resource/Michel_Aebischer
"Pedro Porro","Pedro Antonio Porro Sauceda",75,61,61,69,53,76,56,45,62,78,75,77,68,78,50,65,46,71,72,15,7,14,5,68,59,73,,http://dbpedia.org/resource/Pedro_Porro
"Aihen Muñoz","Aihen Muñoz Capellán",68,49,65,69,45,72,63,29,75,68,79,77,55,69,66,66,36,72,66,10,9,10,15,72,65,73,,http://dbpedia.org/resource/Aihen_Muñoz
Moncayola,"Jon Moncayola Tollar",66,66,50,75,50,68,56,49,76,72,68,68,65,73,66,75,46,70,69,7,7,11,11,74,55,73,,http://dbpedia.org/resource/Jon_Moncayola
"A. Armstrong","Adam Armstrong",62,74,61,68,66,72,69,59,58,73,93,88,73,78,61,66,68,23,25,10,13,13,12,41,84,73,#Speedster,http://dbpedia.org/resource/Adam_Armstrong_(footballer)
"P. Roberts","Patrick Roberts",66,67,44,73,52,78,66,49,65,77,79,75,65,56,33,75,62,18,19,12,7,8,7,21,43,73,#Acrobat,http://dbpedia.org/resource/Patrick_Roberts
"K. Ajer","Kristoffer Vassbakk Ajer",55,57,72,65,41,69,58,42,61,73,66,74,64,80,87,47,49,74,74,9,9,14,7,70,56,73,#Strength,http://dbpedia.org/resource/Kristoffer_Ajer
"G. Castrovilli","Gaetano Castrovilli",69,58,50,80,48,80,58,41,76,80,74,68,62,69,34,74,55,64,60,14,12,11,11,60,58,73,,http://dbpedia.org/resource/Gaetano_Castrovilli
"K. Grant","Karlan Ahearne-Grant",66,77,62,66,65,74,63,63,39,72,86,89,73,76,71,67,74,23,24,11,10,13,15,29,72,73,,http://dbpedia.org/resource/Karlan_Grant
"J. Lucumi","Jhon Janer Lucumí Bonilla",52,23,70,68,23,58,32,31,65,66,67,69,38,75,78,36,36,75,74,6,11,10,8,74,71,73,,http://dbpedia.org/resource/Jhon_Lucumí
"A. Tuanzebe","Axel Tuanzebe",52,26,71,75,41,68,45,37,70,72,75,77,53,68,75,64,50,74,73,5,8,5,13,71,73,73,,http://dbpedia.org/resource/Axel_Tuanzebe
"J. Justin","James Justin",72,50,65,69,36,70,60,60,62,71,73,79,48,76,65,63,43,72,69,13,7,6,5,66,59,73,,http://dbpedia.org/resource/James_Justin
"Toni Lato","Antonio Latorre Grueso",79,55,65,72,59,70,75,38,75,71,77,77,64,68,56,64,39,70,71,7,10,13,9,67,51,73,,http://dbpedia.org/resource/Toni_Lato
"T. Fosu-Mensah","Timothy Evans Fosu-Mensah",64,57,69,72,55,63,60,34,63,67,76,85,69,68,78,61,48,73,74,11,8,8,7,70,64,73,,http://dbpedia.org/resource/Timothy_Fosu-Mensah
"Y. Eteki","Yan Brice Eteki",51,50,44,76,37,64,48,42,73,74,67,63,69,72,77,68,52,72,69,11,11,7,6,74,80,73,,http://dbpedia.org/resource/Yan_Eteki
"C. Acevedo","Carlos Acevedo López",10,9,11,23,6,9,14,13,16,15,21,24,52,40,38,32,17,11,12,73,72,69,72,14,56,73,,http://dbpedia.org/resource/Carlos_Acevedo
"E. Atuesta","Eduard Andrés Atuesta Velasco",51,55,49,79,46,74,74,73,74,75,66,59,65,76,63,73,37,69,63,15,12,12,12,71,59,73,,http://dbpedia.org/resource/Eduard_Atuesta
"S. Cáseres","Santiago Cáseres",59,54,65,74,53,66,54,42,69,75,64,66,62,70,71,68,50,75,74,11,7,10,8,70,70,73,,http://dbpedia.org/resource/Santiago_Cáseres
"I. Arboleda","Iván Mauricio Arboleda",20,16,21,27,20,21,22,17,23,21,61,58,50,43,52,22,23,13,15,75,69,66,71,24,68,73,,http://dbpedia.org/resource/Iván_Arboleda
"O. Ntcham","Jules Olivier Ntcham",68,66,51,76,66,76,71,68,75,77,72,70,76,75,76,75,72,68,62,8,14,14,6,67,72,73,,http://dbpedia.org/resource/Olivier_Ntcham
"J. Larsson","Jordan Larsson",65,74,62,72,73,72,75,59,62,73,78,75,73,74,69,75,65,15,16,16,7,13,12,18,73,73,,http://dbpedia.org/resource/Jordan_Larsson
"R. Henry","Rico Henry",66,40,37,67,33,69,48,39,50,71,92,90,43,80,61,54,43,72,68,13,12,12,6,71,92,73,"#Speedster, #Acrobat",http://dbpedia.org/resource/Rico_Henry
"O. Aina","Temitayo Olufisayo Olaoluwa Aina",73,54,64,70,58,76,62,42,70,72,88,85,72,75,75,67,49,74,73,7,14,10,10,72,72,73,,http://dbpedia.org/resource/Ola_Aina
"V. Kovalenko","Viktor Kovalenko",71,71,59,74,76,73,75,67,68,75,76,75,70,87,72,71,68,59,55,15,12,6,9,62,64,73,,http://dbpedia.org/resource/Viktor_Kovalenko_(footballer)
"A. Mozo","Alan Mozo Rodríguez",70,43,54,70,35,68,44,38,61,69,81,75,55,87,74,42,47,72,70,6,12,9,7,67,70,73,,http://dbpedia.org/resource/Alan_Mozo
"C. Awaziem","Chidozie Collins Awaziem",30,36,70,63,30,57,33,25,54,63,64,66,53,67,76,30,40,75,73,12,5,11,14,73,72,73,,http://dbpedia.org/resource/Chidozie_Awaziem
"M. Pereira Lage","Mathias Pereira Lage",72,70,67,73,72,72,69,64,70,74,80,78,73,85,67,73,67,49,24,9,15,5,11,62,84,73,,http://dbpedia.org/resource/Mathias_Pereira_Lage
"I. Pettersson","Isak Pettersson",13,7,11,58,9,10,14,14,61,17,35,41,59,34,54,60,15,13,12,77,64,79,68,11,69,73,,http://dbpedia.org/resource/Isak_Pettersson
"L. Singh","Luther Wesley Singh",65,69,54,64,59,76,71,67,48,72,89,85,73,66,34,62,68,31,31,10,6,7,9,23,46,73,,http://dbpedia.org/resource/Luther_Singh
"Mauro Júnior","Mauro Jaqueson Júnior Ferreira dos Santos",71,62,45,71,65,79,75,74,55,79,88,85,70,73,32,75,68,50,42,7,14,6,13,53,45,73,#Acrobat,http://dbpedia.org/resource/Mauro_Júnior
"B. Dia","Boulaye Dia",36,76,69,65,64,75,48,42,41,73,74,78,76,71,80,56,67,17,14,11,10,15,14,22,70,73,,http://dbpedia.org/resource/Boulaye_Dia
"G. Corujo","Guzmán Corujo Bríccola",37,30,72,68,26,37,38,29,70,55,61,66,45,71,78,38,31,79,77,15,8,7,8,70,75,73,,http://dbpedia.org/resource/Guzmán_Corujo
"M. Mohamed","Mostafa Mohamed Ahmed Abdallah",52,74,81,64,64,67,65,47,50,69,67,72,78,68,83,57,64,31,27,13,7,8,14,38,80,73,,http://dbpedia.org/resource/Mostafa_Mohamed_(footballer)
"H. Reed","Harrison Reed",71,53,46,75,40,67,63,61,69,70,70,67,65,75,61,72,49,71,70,7,12,14,10,74,61,73,,http://dbpedia.org/resource/Harrison_Reed_(footballer)
Róber,"Roberto Suárez Pier",52,47,69,73,47,56,42,42,70,70,52,47,36,55,74,52,44,76,75,13,13,15,16,74,72,73,,http://dbpedia.org/resource/Róber_Pier
"M. Valjent","Martin Valjent",39,25,74,65,40,62,54,30,59,65,67,66,49,83,77,53,26,80,72,8,15,13,9,62,78,73,,http://dbpedia.org/resource/Martin_Valjent
"R. Coly","Racine Coly",70,38,65,68,38,66,56,34,63,68,77,79,59,78,77,43,36,73,70,8,13,13,13,65,83,73,,http://dbpedia.org/resource/Racine_Coly
Fede,"Federico San Emeterio Díaz",55,53,63,75,56,61,57,56,70,68,62,60,63,85,68,65,59,70,72,11,9,7,6,74,66,73,,http://dbpedia.org/resource/Fede_San_Emeterio
"L. Suárez","Leonardo Gabriel Suárez",74,66,54,74,59,79,75,70,71,76,80,66,70,54,30,73,62,22,11,11,14,6,15,15,73,73,,http://dbpedia.org/resource/Leonardo_Suárez
"J. Augustin","Jean-Kévin Augustin",66,76,57,68,69,79,52,38,48,80,79,79,75,54,67,64,67,24,17,14,6,8,12,22,67,73,,http://dbpedia.org/resource/Jean-Kévin_Augustin
"J. Murillo","Jhon Eduard Murillo Romaña",65,68,58,64,52,74,72,38,50,75,91,93,74,73,37,64,66,22,20,7,7,13,9,20,70,73,"#Speedster, #Acrobat",http://dbpedia.org/resource/Jhon_Murillo
"B. Heynen","Bryan Heynen",64,63,65,76,62,72,72,63,74,74,65,67,63,83,63,73,58,67,64,7,12,6,8,69,64,73,,http://dbpedia.org/resource/Bryan_Heynen
"D. Vergara","Duván Andrés Vergara Hernández",69,70,42,64,60,74,68,35,55,70,90,86,64,92,66,70,61,28,30,9,6,9,7,38,53,73,,http://dbpedia.org/resource/Duván_Vergara
"R. Kristensen","Rasmus Nissen Kristensen",72,53,68,70,49,67,68,36,67,65,69,73,73,92,69,63,45,66,67,10,9,9,6,70,77,73,#Engine,http://dbpedia.org/resource/Rasmus_Kristensen
"L. Bénes","László Bénes",76,64,38,79,75,74,78,74,77,77,67,52,78,70,59,77,63,50,47,12,10,9,9,49,59,73,,http://dbpedia.org/resource/László_Bénes
"Yuri Ribeiro","Yuri Oliveira Ribeiro",73,46,65,71,53,70,67,50,65,72,76,76,66,71,64,68,41,71,70,12,12,13,8,70,75,73,,http://dbpedia.org/resource/Yuri_Ribeiro
Pêpê,"Pedro Filipe Figueiredo Rodrigues",59,57,60,74,55,73,67,50,80,75,64,59,73,82,67,71,55,65,61,13,12,9,14,67,65,73,,http://dbpedia.org/resource/Pedro_Rodrigues_(footballer)
"Y. Fofana","Youssouf Fofana",50,61,58,75,46,74,53,42,72,74,73,72,72,78,72,70,64,75,68,12,7,12,5,76,65,73,,"http://dbpedia.org/resource/Youssouf_Fofana_(footballer,_born_1999)"
"K. Despodov","Kiril Despodov",68,75,48,69,71,73,70,72,62,72,85,85,81,68,57,70,52,31,28,10,12,10,5,23,79,73,,http://dbpedia.org/resource/Kiril_Despodov
"K. Olsson","Kristoffer Olsson",65,63,52,77,51,75,71,66,70,77,77,75,64,78,54,79,46,58,56,10,6,9,11,63,72,73,,http://dbpedia.org/resource/Kristoffer_Olsson
"P. Nardi","Paul Nardi",10,10,17,35,10,10,12,10,25,25,54,43,51,20,54,55,16,14,10,78,67,68,69,21,61,73,,http://dbpedia.org/resource/Paul_Nardi
"K. Omeruo","Kenneth Josiah Omeruo",47,22,74,63,27,53,24,23,60,61,64,71,54,71,78,34,35,77,73,9,8,16,7,72,88,73,,http://dbpedia.org/resource/Kenneth_Omeruo
"C. Nørgaard","Christian Nørgaard",64,55,68,73,54,65,64,64,72,72,61,53,63,76,72,64,60,72,68,11,9,13,14,74,57,73,,http://dbpedia.org/resource/Christian_Nørgaard
"C. Akpom","Chuba Akpom",48,73,69,66,66,71,42,37,46,71,83,85,75,75,81,55,62,29,19,8,15,10,6,29,83,73,,http://dbpedia.org/resource/Chuba_Akpom
"L. Phiri","Lebogang Lelani Phiri",64,46,64,74,59,72,69,57,69,73,74,76,59,83,62,69,58,73,67,15,8,8,14,70,77,73,,http://dbpedia.org/resource/Lebogang_Phiri
"I. Lichnovsky","Igor Lichnovsky Osorio",38,35,72,65,26,55,44,27,62,65,65,59,61,71,73,38,41,76,75,10,9,12,15,73,83,73,,http://dbpedia.org/resource/Igor_Lichnovsky
"P. Díaz","Paulo César Díaz Huincales",69,45,73,71,39,65,39,41,69,69,75,77,57,77,76,69,60,71,71,13,9,15,15,75,86,73,,http://dbpedia.org/resource/Paulo_Díaz
"A. Browne","Alan Browne",65,70,74,72,72,69,44,45,68,71,76,73,68,91,75,71,72,69,67,13,16,12,11,70,90,73,#Engine,http://dbpedia.org/resource/Alan_Browne_(footballer)
"Rafa Soares","Luís Rafael Soares Alves",74,53,59,71,60,72,72,70,65,71,75,73,79,72,60,67,45,71,73,11,13,16,14,69,64,73,,http://dbpedia.org/resource/Rafa_Soares
"R. Tapia","Renato Fabrizio Tapia Cortijo",60,46,66,70,63,74,65,54,74,73,68,62,78,75,80,66,61,75,76,16,14,7,15,69,76,73,,http://dbpedia.org/resource/Renato_Tapia
"J. Stacey","Jack Stacey",72,51,64,69,45,71,59,40,61,70,74,75,58,80,66,65,47,72,70,6,11,11,13,67,67,73,,http://dbpedia.org/resource/Jack_Stacey
"D. Toköz","Dorukhan Toköz",58,62,62,76,59,72,61,42,70,68,74,69,77,63,74,60,50,72,77,8,10,10,15,75,66,73,,http://dbpedia.org/resource/Dorukhan_Toköz
"T. Ouwejan","Thomas Ouwejan",67,46,63,75,48,72,59,65,70,73,69,73,64,79,70,69,40,69,67,7,12,13,7,73,66,73,,http://dbpedia.org/resource/Thomas_Ouwejan
"M. Degenek","Miloš Degenek",67,59,70,71,62,58,69,44,72,64,79,78,70,84,84,67,58,73,76,14,12,7,10,70,81,73,,http://dbpedia.org/resource/Miloš_Degenek
"A. Ba Loua","Adriel D'Avila Ba Loua",74,60,54,73,58,75,67,64,65,74,87,87,60,70,39,72,60,25,20,8,12,14,8,29,74,73,#Acrobat,http://dbpedia.org/resource/Adriel_Ba_Loua
